Depth,Theta_Index,Theta_Value
1,0,3.140741818586152
1,1,0.0012597595915716118
1,2,3.062344511389208
1,3,-0.062122127912394985
1,4,0.36382855463782066
1,5,0.024586163829305747
1,6,0.07577715711709825
1,7,0.050229219710641565
1,8,-0.018244044934026638
1,9,-0.05536731961323671
1,10,3.1675867553992814
1,11,0.08009266470713762
1,12,-0.019426997097121586
1,13,-0.019076529035244195
1,14,0.043843306103564586
1,15,0.023662806616622834
1,16,2.632032732490304
1,17,-0.04448293541181926
1,18,0.06404919285109223
1,19,-0.025672793995131355
1,20,3.1415910887921137
1,21,0.01446189953501462
1,22,3.0926365669278133
1,23,0.08072795924342602
1,24,-0.03261889207634772
1,25,0.02705232906140469
1,26,-0.2408300737094468
1,27,0.019614900735885444
1,28,0.4992081622635246
1,29,0.026343344076846572
1,30,1.143378347827682
1,31,0.01155361285867457
1,32,0.3128008600185869
1,33,0.029456288043334587
1,34,0.009555571040786213
1,35,-0.049354024536707494
1,36,-0.014069746255516536
1,37,-0.00889798887618488
1,38,0.02342539298154844
1,39,-0.008814260895999926
1,40,0.16322304288768277
1,41,0.07329601758855578
1,42,-0.1909762780247349
1,43,0.06275174067562403
1,44,0.028362327088261186
1,45,0.004822599882980394
1,46,0.3780880451197209
1,47,-0.12541313755646172
2,0,3.1421174256367648
2,1,-0.08107897205872118
2,2,3.1455242925505305
2,3,0.01249572582668097
2,4,-0.0003119822628711945
2,5,0.01515484943437181
2,6,-0.0010047284418303274
2,7,0.03312510648647064
2,8,-0.02818522857063358
2,9,-0.05632115369608586
2,10,3.14627781219835
2,11,0.12543586644393814
2,12,-0.07415600946839114
2,13,-0.14703476485820993
2,14,-0.00951053344448213
2,15,-0.023399866622349757
2,16,3.122528021535067
2,17,-0.10404407623223381
2,18,0.010321807268864409
2,19,0.10856436855417216
2,20,3.2106341210773994
2,21,-0.07451542205850957
2,22,3.1291732001164405
2,23,-0.009294687100896669
2,24,-0.01851083783105328
2,25,0.05346447905349009
2,26,-0.04893410081522022
2,27,-0.1508278062218158
2,28,-0.026114662793260295
2,29,0.08437813914681629
2,30,-0.0026192223733761916
2,31,-0.0744496158857496
2,32,-0.014265752766188184
2,33,0.03432091712228238
2,34,0.0001981871587972129
2,35,0.015621780890286586
2,36,0.0033170385164463106
2,37,-0.09136982031093539
2,38,0.0020234605807103747
2,39,0.033727086157875945
2,40,-0.00045276263176777134
2,41,0.022984861938016573
2,42,-0.08019623744445793
2,43,-0.005869653882657897
2,44,0.010017787978239505
2,45,-0.059385735548572585
2,46,0.019487227690743385
2,47,-0.09470781526324147
2,48,-0.006795808207430249
2,49,-0.08051081411210241
2,50,-0.024576251329622784
2,51,0.047132064670607314
2,52,0.05152392326574512
2,53,0.0773498387464666
2,54,3.065136235731729
2,55,0.032702973093615646
2,56,0.016721611942122
2,57,0.03143380535640219
2,58,-0.0014028225202141233
2,59,0.028976252064215963
2,60,-0.020601395417871562
2,61,0.0593165759297837
2,62,-0.005413491265010119
2,63,0.14258838816527478
2,64,0.006247647633263197
2,65,-0.07269535113485974
2,66,-0.003998869746461946
2,67,0.15808414669610565
2,68,0.005155684416947583
2,69,0.09358382965777735
2,70,0.03467737361624967
2,71,-0.14695840219587197
3,0,3.1425699502492837
3,1,-0.0639507825492068
3,2,3.1551854181119348
3,3,0.03660637694003825
3,4,-0.004098363487969606
3,5,-0.00618915092993963
3,6,0.08358871147844996
3,7,0.014754031425217726
3,8,-0.0147619034564558
3,9,-0.0503153715192875
3,10,3.129716312466523
3,11,0.11426902163036515
3,12,-0.0682075085529284
3,13,-0.16089738376642768
3,14,0.0594725073989355
3,15,0.005215532533844336
3,16,3.13719841159983
3,17,-0.10229078040725384
3,18,-0.03319212481445261
3,19,0.09294756169847912
3,20,3.2945269322814332
3,21,-0.04089728006194612
3,22,3.1099901806030554
3,23,-0.04144037919717114
3,24,0.005860084322338531
3,25,0.110511660491451
3,26,0.017207562739927063
3,27,-0.16690793099780435
3,28,-0.015580671016777788
3,29,0.034106822563150424
3,30,-0.16352028145115663
3,31,-0.11387995330714668
3,32,-0.28884053488000433
3,33,0.11185707160069133
3,34,0.014212426177487442
3,35,0.035744258928490376
3,36,-0.0013583931714845295
3,37,-0.04751707033132185
3,38,0.03157477452073015
3,39,0.04382610022980764
3,40,0.07010277808349494
3,41,-0.01585977903998051
3,42,-0.1199459209286842
3,43,0.00962439396977725
3,44,0.02019659157552649
3,45,0.003968727139104018
3,46,0.2685562779970117
3,47,-0.13601678294264521
3,48,-0.12789657783822514
3,49,0.052165448237498524
3,50,-0.03292352726007326
3,51,0.0007587630408889061
3,52,0.03178228534108578
3,53,-0.007508111141153112
3,54,-0.006991914343023359
3,55,0.01351204405439953
3,56,0.012120862825345458
3,57,-0.004765757891539018
3,58,-0.004341483234920543
3,59,-0.015062914321347542
3,60,0.003188494501639032
3,61,-0.017407805983967805
3,62,-0.002362879200318706
3,63,-0.0018695948181399686
3,64,0.01360692446482618
3,65,-0.03690993786219149
3,66,-0.02310287374371692
3,67,-0.00848157503366205
3,68,-0.034900834437608504
3,69,0.03302496502890393
3,70,0.009686892407134204
3,71,0.008049711768605496
3,72,-0.005673651425984448
3,73,-0.04931672144756191
3,74,-0.13693835416076908
3,75,0.11719535257831926
3,76,-0.0077319163741612585
3,77,0.0408264284956645
3,78,3.158925792400931
3,79,0.00742641138207628
3,80,-0.015521516900607261
3,81,0.0025488909241598353
3,82,-0.0017725809099378852
3,83,0.028103184201812712
3,84,-0.4002182445738225
3,85,0.04369607543372378
3,86,-0.0770066387586732
3,87,0.08445022532538807
