Date,LearningRate,Energy
2021-01-04,0.001,5.100340906619414
2021-01-04,0.0026826957952797246,5.100338855854434
2021-01-04,0.0071968567300115215,5.100334624023847
2021-01-04,0.019306977288832496,5.100326313902475
2021-01-04,0.0517947467923121,5.100204331963839
2021-01-04,0.13894954943731375,5.039581458790278
2021-01-04,0.3727593720314938,-0.1412157769036932
2021-01-04,1.0,-0.17643963061431767
2021-02-02,0.001,5.121760582601222
2021-02-02,0.0026826957952797246,5.121758522834738
2021-02-02,0.0071968567300115215,5.121754277121231
2021-02-02,0.019306977288832496,5.12174598578519
2021-02-02,0.0517947467923121,5.121626356135278
2021-02-02,0.13894954943731375,5.063648217921674
2021-02-02,0.3727593720314938,-0.07872578558284937
2021-02-02,1.0,-0.13025449705259784
